Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Years_Established
FDH60,19.7,Regular Fat,-2.516557948975062,Baking Goods,197.011,OUT046,Small,Tier 1,Supermarket Type1,3338.987,24
FDF57,14.5,Regular Fat,-2.868735404500465,Fruits and Vegetables,169.6448,OUT035,Small,Tier 2,Supermarket Type1,2045.3376,17
NCX29,10.0,Low Fat,-2.417406578372844,Health and Hygiene,147.7102,OUT046,Small,Tier 1,Supermarket Type1,437.4306,24
FDD34,7.945,Low Fat,-4.143761197583638,Snack Foods,161.821,OUT013,High,Tier 3,Supermarket Type1,2446.815,34
FDQ15,20.35,Regular Fat,-1.8884356299596736,Meat,81.7276,OUT049,Medium,Tier 1,Supermarket Type1,2030.69,22
FDL12,15.85,Regular Fat,-2.106938361988059,Baking Goods,60.222,OUT035,Small,Tier 2,Supermarket Type1,539.298,17
FDS22,16.85,Regular Fat,-3.766402994222953,Snack Foods,44.8428,OUT013,High,Tier 3,Supermarket Type1,703.0848,34
NCM29,11.5,Low Fat,-4.033394572167182,Health and Hygiene,132.9626,OUT018,Medium,Tier 3,Supermarket Type2,1442.7886,12
FDO24,11.1,Low Fat,-1.7843430691226378,Baking Goods,156.4604,OUT049,Medium,Tier 1,Supermarket Type1,2376.906,22
NCJ43,6.635,Low Fat,-3.609351266475442,Household,174.9396,OUT046,Small,Tier 1,Supermarket Type1,1744.396,24
FDA37,7.81,Regular Fat,-2.8963077510953417,Canned,123.1046,OUT046,Small,Tier 1,Supermarket Type1,871.5322,24
NCM07,9.395,Low Fat,-3.215765043370022,Others,85.1908,OUT018,Medium,Tier 3,Supermarket Type2,1342.2528,12
FDT49,7.0,Low Fat,-1.8879821424278767,Canned,108.228,OUT035,Small,Tier 2,Supermarket Type1,1171.808,17
FDP23,6.71,Low Fat,-3.3359679430130678,Breads,217.5166,OUT035,Small,Tier 2,Supermarket Type1,4572.0486,17
DRF51,15.75,Low Fat,-1.7926772162290332,Dairy,38.0506,OUT018,Medium,Tier 3,Supermarket Type2,265.6542,12
NCZ41,19.85,Low Fat,-2.736671459475388,Health and Hygiene,123.7704,OUT017,Medium,Tier 2,Supermarket Type1,2503.408,14
DRJ11,9.5,Low Fat,-2.4624786834767955,Hard Drinks,189.2872,OUT049,Medium,Tier 1,Supermarket Type1,6050.7904,22
FDP37,15.6,Low Fat,-1.9385295339269375,Breakfast,127.5994,OUT017,Medium,Tier 2,Supermarket Type1,2441.4886,14
FDT60,12.277108208955223,Low Fat,-2.022869634912651,Baking Goods,123.8388,OUT019,Small,Tier 1,Grocery Store,123.8388,36
FDA09,13.35,Regular Fat,-1.9015420210252285,Snack Foods,178.666,OUT035,Small,Tier 2,Supermarket Type1,1797.66,17
FDJ46,11.1,Low Fat,-3.105024106723865,Snack Foods,174.2054,OUT046,Small,Tier 1,Supermarket Type1,1926.1594,24
FDO48,15.0,Regular Fat,-3.6186659412462197,Baking Goods,219.7456,OUT013,High,Tier 3,Supermarket Type1,3094.6384,34
FDS59,14.8,Regular Fat,-3.12192494629196,Breads,109.057,OUT018,Medium,Tier 3,Supermarket Type2,1428.141,12
FDH44,19.1,Regular Fat,-3.654588062435744,Fruits and Vegetables,145.7418,OUT046,Small,Tier 1,Supermarket Type1,882.8508,24
NCM05,6.825,Low Fat,-2.8161534913965163,Health and Hygiene,264.3226,OUT035,Small,Tier 2,Supermarket Type1,4229.1616,17
NCU06,13.384736495388669,Low Fat,-2.03809109801343,Household,228.00099999999998,OUT019,Small,Tier 1,Grocery Store,1148.505,36
FDV13,17.35,Regular Fat,-3.58799230907566,Canned,88.0856,OUT049,Medium,Tier 1,Supermarket Type1,1318.2839999999999,22
FDA23,9.8,Low Fat,-3.054468566885418,Baking Goods,102.4016,OUT013,High,Tier 3,Supermarket Type1,1720.4272,34
FDJ60,19.35,Regular Fat,-2.7664935436389833,Baking Goods,164.1184,OUT017,Medium,Tier 2,Supermarket Type1,2807.0128,14
FDN13,18.6,Low Fat,-1.8819378785198582,Breakfast,98.9358,OUT049,Medium,Tier 1,Supermarket Type1,1508.037,22
DRF49,7.27,Low Fat,-2.6441673776999215,Soft Drinks,114.4518,OUT035,Small,Tier 2,Supermarket Type1,1366.2216,17
FDK20,12.6,Regular Fat,-3.1766082676772984,Fruits and Vegetables,122.0072,OUT018,Medium,Tier 3,Supermarket Type2,1470.0864,12
FDB27,13.42606890459364,Low Fat,-2.8982083277569735,Dairy,196.7768,OUT027,Medium,Tier 3,Supermarket Type3,5912.304,36
NCS18,12.65,Low Fat,-3.1650716092335065,Household,108.6938,OUT046,Small,Tier 1,Supermarket Type1,1393.5194,24
FDZ49,12.305705009276437,Regular Fat,-2.0211661958407334,Canned,220.3798,OUT027,Medium,Tier 3,Supermarket Type3,5289.1152,36
FDN32,17.5,Low Fat,-4.163217198080502,Fruits and Vegetables,184.7266,OUT035,Small,Tier 2,Supermarket Type1,2213.1192,17
FDO37,8.06,Low Fat,-3.8439012399105206,Breakfast,229.7326,OUT049,Medium,Tier 1,Supermarket Type1,6930.978,22
NCD31,12.1,Low Fat,-4.1670870762689685,Household,165.5526,OUT018,Medium,Tier 3,Supermarket Type2,3453.5046,12
NCV30,13.384736495388669,Low Fat,-2.723984358187265,Household,62.351000000000006,OUT027,Medium,Tier 3,Supermarket Type3,2150.534,36
FDY49,17.2,Regular Fat,-4.420289656160257,Canned,166.6184,OUT049,Medium,Tier 1,Supermarket Type1,1155.8288,22
FDM10,12.987879554655873,Low Fat,-2.5822500684221845,Snack Foods,215.1218,OUT027,Medium,Tier 3,Supermarket Type3,3205.827,36
FDT11,5.94,Regular Fat,-3.527700944577738,Breads,186.7556,OUT046,Small,Tier 1,Supermarket Type1,3942.8676,24
FDD39,16.7,Low Fat,-2.6578821580725718,Dairy,217.885,OUT013,High,Tier 3,Supermarket Type1,3894.93,34
NCL31,7.39,Low Fat,-2.1181138068582066,Others,141.547,OUT035,Small,Tier 2,Supermarket Type1,2290.3520000000003,17
FDZ47,20.7,Regular Fat,-2.534750771575687,Baking Goods,100.1042,OUT035,Small,Tier 2,Supermarket Type1,892.8378,17
NCU18,13.384736495388669,Low Fat,-2.3251505076749948,Household,142.4496,OUT019,Small,Tier 1,Grocery Store,564.5984,36
FDJ58,12.987879554655873,Regular Fat,-2.2558334623657945,Snack Foods,172.2764,OUT027,Medium,Tier 3,Supermarket Type3,1545.9876,36
FDX12,18.2,Regular Fat,-3.1320881083053664,Baking Goods,241.4196,OUT010,Medium,Tier 3,Grocery Store,482.0392,23
FDV60,20.2,Regular Fat,-2.13843320949168,Baking Goods,195.21099999999998,OUT018,Medium,Tier 3,Supermarket Type2,2356.9320000000002,12
NCB19,13.384736495388669,Low Fat,-2.4095196579288163,Household,84.5882,OUT027,Medium,Tier 3,Supermarket Type3,2061.3168,36
FDH45,13.224769381746812,Regular Fat,-1.687350887515611,Fruits and Vegetables,42.3796,OUT019,Small,Tier 1,Grocery Store,123.8388,36
FDB03,17.75,Regular Fat,-1.8534137378238478,Dairy,240.7538,OUT013,High,Tier 3,Supermarket Type1,4566.7222,34
FDI27,8.71,Regular Fat,-3.367513545684817,Dairy,43.5744,OUT017,Medium,Tier 2,Supermarket Type1,498.0184,14
FDN22,18.85,Regular Fat,-1.9726507317806612,Snack Foods,251.7724,OUT017,Medium,Tier 2,Supermarket Type1,3020.0688,14
FDQ37,20.75,Low Fat,-2.4163834517803715,Breakfast,192.0478,OUT035,Small,Tier 2,Supermarket Type1,4649.9472,17
FDM02,12.5,Regular Fat,-2.607466021498366,Canned,85.6198,OUT035,Small,Tier 2,Supermarket Type1,610.5386,17
FDW38,5.325,Regular Fat,-1.9755861942195405,Dairy,53.7298,OUT046,Small,Tier 1,Supermarket Type1,862.8768,24
FDP34,12.987879554655873,Low Fat,-1.4259992798017505,Snack Foods,156.463,OUT019,Small,Tier 1,Grocery Store,312.926,36
FDY55,16.75,Low Fat,-2.9780382476980685,Fruits and Vegetables,255.3988,OUT046,Small,Tier 1,Supermarket Type1,4625.9784,24
FDL34,16.0,Low Fat,-3.1963361623588677,Snack Foods,141.2496,OUT013,High,Tier 3,Supermarket Type1,3387.5904,34
FDA09,13.35,Regular Fat,-1.8972876122678992,Snack Foods,179.766,OUT018,Medium,Tier 3,Supermarket Type2,5932.278,12
FDM51,11.8,Regular Fat,-3.6468598921638935,Meat,99.8674,OUT017,Medium,Tier 2,Supermarket Type1,1018.674,14
FDI34,10.65,Regular Fat,-2.459440549099617,Snack Foods,231.4668,OUT018,Medium,Tier 3,Supermarket Type2,3225.1352,12
NCD31,12.1,Low Fat,-4.1655118531893995,Household,165.8526,OUT017,Medium,Tier 2,Supermarket Type1,3124.5994,14
FDW33,9.395,Low Fat,-2.311607220261477,Snack Foods,105.82799999999999,OUT035,Small,Tier 2,Supermarket Type1,1704.4479999999999,17
NCP05,19.6,Low Fat,-3.6776704305983263,Health and Hygiene,152.0024,OUT035,Small,Tier 2,Supermarket Type1,2884.2456,17
FDL56,14.1,Low Fat,-2.0740486216492555,Fruits and Vegetables,86.9198,OUT013,High,Tier 3,Supermarket Type1,1133.8574,34
FDN01,12.768202247191004,Low Fat,-2.6304202170915985,Breakfast,177.937,OUT027,Medium,Tier 3,Supermarket Type3,6881.043000000001,36
FDA25,16.5,Regular Fat,-2.6843739682654277,Canned,104.79899999999999,OUT045,Medium,Tier 2,Supermarket Type1,1238.388,19
FDF08,14.3,Regular Fat,-2.2150863889342105,Fruits and Vegetables,88.2856,OUT010,Medium,Tier 3,Grocery Store,175.7712,23
FDH08,7.51,Low Fat,-4.049804330521297,Fruits and Vegetables,227.90099999999998,OUT035,Small,Tier 2,Supermarket Type1,459.402,17
DRH03,17.25,Low Fat,-3.3490177112219492,Dairy,93.412,OUT049,Medium,Tier 1,Supermarket Type1,932.12,22
FDQ31,5.785,Regular Fat,-2.9175392693738393,Fruits and Vegetables,87.0856,OUT018,Medium,Tier 3,Supermarket Type2,1406.1696,12
FDO10,13.65,Regular Fat,-4.356450198136839,Snack Foods,55.5588,OUT017,Medium,Tier 2,Supermarket Type1,916.1408,14
FDT39,6.26,Regular Fat,-4.616913165676473,Meat,149.8366,OUT049,Medium,Tier 1,Supermarket Type1,1964.7758,22
FDM22,12.987879554655873,Regular Fat,-3.1759460373052715,Snack Foods,53.464,OUT027,Medium,Tier 3,Supermarket Type3,1597.92,36
FDR21,19.7,Low Fat,-2.18893292429915,Snack Foods,174.937,OUT010,Medium,Tier 3,Grocery Store,882.185,23
FDQ01,19.7,Regular Fat,-1.8225653182292916,Canned,255.2014,OUT017,Medium,Tier 2,Supermarket Type1,3570.0196,14
FDZ03,13.65,Regular Fat,-2.539457885507707,Dairy,186.72400000000002,OUT049,Medium,Tier 1,Supermarket Type1,4474.1759999999995,22
NCK05,20.1,Low Fat,-2.5540025094351932,Health and Hygiene,63.0536,OUT018,Medium,Tier 3,Supermarket Type2,980.0576,12
FDW55,12.6,Regular Fat,-3.8189146569672396,Fruits and Vegetables,250.9092,OUT013,High,Tier 3,Supermarket Type1,4731.1748,34
FDF47,20.85,Low Fat,-2.3251374565522127,Starchy Foods,222.8746,OUT049,Medium,Tier 1,Supermarket Type1,3589.9936,22
DRO59,11.400327868852457,Low Fat,-2.3558054535076933,Hard Drinks,77.9012,OUT019,Small,Tier 1,Grocery Store,75.9012,36
NCM55,15.6,Low Fat,-2.707158603693335,Others,185.8924,OUT046,Small,Tier 1,Supermarket Type1,3516.7556,24
FDY31,5.98,Low Fat,-3.127910045593511,Fruits and Vegetables,146.8418,OUT017,Medium,Tier 2,Supermarket Type1,1765.7016,14
FDJ57,12.5528431372549,Regular Fat,-3.8822723491923106,Seafood,184.3582,OUT019,Small,Tier 1,Grocery Store,185.7582,36
FDV51,16.35,Low Fat,-3.4212537935589227,Meat,165.4842,OUT018,Medium,Tier 3,Supermarket Type2,1492.0578,12
DRG36,14.15,Low Fat,-2.3499050179949577,Soft Drinks,170.5106,OUT046,Small,Tier 1,Supermarket Type1,2395.5484,24
DRF13,12.1,Low Fat,-3.6935350412279333,Soft Drinks,145.1444,OUT013,High,Tier 3,Supermarket Type1,3338.3212,34
NCJ54,9.895,Low Fat,-2.810266797391145,Household,233.0642,OUT045,Medium,Tier 2,Supermarket Type1,6041.4692,19
NCP42,8.51,Low Fat,-4.126717104118888,Household,195.6478,OUT049,Medium,Tier 1,Supermarket Type1,4262.4516,22
NCF30,17.0,Low Fat,-2.0697273812869734,Household,126.7362,OUT035,Small,Tier 2,Supermarket Type1,1258.362,17
FDY44,13.224769381746812,Regular Fat,-3.7178396619488656,Fruits and Vegetables,194.71099999999998,OUT027,Medium,Tier 3,Supermarket Type3,5892.33,36
FDX09,9.0,Low Fat,-2.7279868978853017,Snack Foods,175.437,OUT049,Medium,Tier 1,Supermarket Type1,3175.866,22
NCU30,5.11,Low Fat,-3.350353470732227,Household,163.221,OUT017,Medium,Tier 2,Supermarket Type1,2773.0570000000002,14
FDU49,19.5,Regular Fat,-3.4821227812936395,Canned,85.554,OUT049,Medium,Tier 1,Supermarket Type1,1211.756,22
FDC48,9.195,Low Fat,-4.1383590849416665,Baking Goods,84.1592,OUT017,Medium,Tier 2,Supermarket Type1,1238.388,14
FDJ21,16.7,Regular Fat,-3.2571966270628403,Snack Foods,147.5102,OUT013,High,Tier 3,Supermarket Type1,5540.7876,34
NCX41,19.0,Low Fat,-4.031548595951769,Health and Hygiene,210.8244,OUT049,Medium,Tier 1,Supermarket Type1,2540.6928,22
FDT36,12.3,Low Fat,-2.1957543396654957,Baking Goods,35.0874,OUT046,Small,Tier 1,Supermarket Type1,458.7362,24
FDK28,12.867061281337046,Low Fat,-2.729187773841694,Frozen Foods,256.1646,OUT027,Medium,Tier 3,Supermarket Type3,3349.6398,36
DRI49,14.15,Low Fat,-1.6956899686897902,Soft Drinks,82.0276,OUT035,Small,Tier 2,Supermarket Type1,1624.5520000000001,17
NCM54,13.384736495388669,Low Fat,-2.4170119170347397,Household,128.9678,OUT019,Small,Tier 1,Grocery Store,254.3356,36
FDD48,10.395,Low Fat,-3.497216893983317,Baking Goods,116.3176,OUT018,Medium,Tier 3,Supermarket Type2,1259.6936,12
NCF30,17.0,Low Fat,-1.554444774167825,Household,125.1362,OUT010,Medium,Tier 3,Grocery Store,251.6724,23
FDX03,15.85,Regular Fat,-2.7937557474235803,Meat,47.1744,OUT049,Medium,Tier 1,Supermarket Type1,996.0368,22
FDZ33,10.195,Low Fat,-2.232055084840548,Snack Foods,149.8076,OUT013,High,Tier 3,Supermarket Type1,2217.114,34
FDB39,13.42606890459364,Low Fat,-2.6964913724962254,Dairy,57.4272,OUT019,Small,Tier 1,Grocery Store,111.8544,36
DRM11,6.57,Low Fat,-2.712981585415094,Hard Drinks,261.4278,OUT018,Medium,Tier 3,Supermarket Type2,4165.2448,12
DRE48,8.43,Low Fat,-4.209673637375427,Soft Drinks,195.3768,OUT017,Medium,Tier 2,Supermarket Type1,1576.6144,14
NCL31,7.39,Low Fat,-2.1158987258592976,Others,142.247,OUT045,Medium,Tier 2,Supermarket Type1,2433.499,19
FDB11,16.0,Low Fat,-2.7937353688053586,Starchy Foods,224.1404,OUT017,Medium,Tier 2,Supermarket Type1,4725.8484,14
FDX14,13.1,Low Fat,-2.5895135561473266,Dairy,76.0354,OUT049,Medium,Tier 1,Supermarket Type1,601.8832,22
NCM29,13.14231395348837,Low Fat,-4.042314224517719,Health and Hygiene,129.9626,OUT027,Medium,Tier 3,Supermarket Type3,3410.2276,36
FDH47,13.5,Regular Fat,-2.0473426284476592,Starchy Foods,95.2068,OUT045,Medium,Tier 2,Supermarket Type1,583.2408,19
FDG09,20.6,Regular Fat,-3.0387150801146467,Fruits and Vegetables,185.8556,OUT013,High,Tier 3,Supermarket Type1,1689.8004,34
FDP25,15.2,Low Fat,-3.8518459661147584,Canned,216.9824,OUT049,Medium,Tier 1,Supermarket Type1,4804.4128,22
FDY27,13.42606890459364,Low Fat,-3.450060778012998,Dairy,179.1344,OUT027,Medium,Tier 3,Supermarket Type3,1605.9096,36
DRM59,5.88,Low Fat,-5.623379862525275,Hard Drinks,154.1998,OUT017,Medium,Tier 2,Supermarket Type1,3537.3954,14
DRI03,6.03,Low Fat,-3.781162388652433,Dairy,178.1028,OUT018,Medium,Tier 3,Supermarket Type2,1416.8224,12
FDY03,12.81734421364985,Regular Fat,-2.015306859574271,Meat,112.6202,OUT019,Small,Tier 1,Grocery Store,675.1212,36
NCV17,18.85,Low Fat,-4.126913705396636,Health and Hygiene,130.2626,OUT049,Medium,Tier 1,Supermarket Type1,3016.7398,22
NCJ17,7.68,Low Fat,-1.8810528421728174,Health and Hygiene,85.5224,OUT013,High,Tier 3,Supermarket Type1,1278.336,34
NCP54,15.35,Low Fat,-3.342499574962287,Household,124.67299999999999,OUT017,Medium,Tier 2,Supermarket Type1,2093.9410000000003,14
FDZ15,13.1,Low Fat,-3.8678533565606847,Dairy,119.2782,OUT049,Medium,Tier 1,Supermarket Type1,3098.6332,22
NCR05,10.1,Low Fat,-2.903091526243635,Health and Hygiene,198.6084,OUT018,Medium,Tier 3,Supermarket Type2,2182.4924,12
FDX03,12.81734421364985,Regular Fat,-2.2351959481227843,Meat,44.7744,OUT019,Small,Tier 1,Grocery Store,135.8232,36
FDQ12,12.65,Low Fat,-3.33871391445215,Baking Goods,231.40099999999998,OUT045,Medium,Tier 2,Supermarket Type1,2526.7110000000002,19
FDC21,14.6,Regular Fat,-3.148345812055204,Fruits and Vegetables,109.8254,OUT013,High,Tier 3,Supermarket Type1,1627.881,34
FDQ40,11.1,Regular Fat,-3.319406771691019,Frozen Foods,176.0712,OUT018,Medium,Tier 3,Supermarket Type2,1581.9408,12
FDI07,12.81734421364985,Regular Fat,-3.3933073698291256,Meat,197.2426,OUT027,Medium,Tier 3,Supermarket Type3,3163.8816,36
FDQ25,8.63,Regular Fat,-3.564163881893005,Canned,172.5422,OUT049,Medium,Tier 1,Supermarket Type1,2241.7486,22
NCK18,9.6,Low Fat,-5.215991061675068,Household,163.9184,OUT035,Small,Tier 2,Supermarket Type1,4293.0784,17
DRI25,19.6,Low Fat,-2.869204227210437,Soft Drinks,55.6614,OUT010,Medium,Tier 3,Grocery Store,165.7842,23
DRA24,19.35,Regular Fat,-3.219118004191246,Soft Drinks,165.0868,OUT049,Medium,Tier 1,Supermarket Type1,982.7208,22
FDA32,14.0,Low Fat,-3.5013971038195937,Fruits and Vegetables,214.7192,OUT045,Medium,Tier 2,Supermarket Type1,3020.0688,19
FDE59,12.15,Low Fat,-2.771924111142672,Starchy Foods,34.3532,OUT018,Medium,Tier 3,Supermarket Type2,251.6724,12
FDY59,8.195,Low Fat,-3.4608378060847738,Baking Goods,93.8462,OUT046,Small,Tier 1,Supermarket Type1,647.8234,24
FDQ20,8.325,Low Fat,-3.5117298153273224,Fruits and Vegetables,41.6138,OUT045,Medium,Tier 2,Supermarket Type1,284.2966,19
FDB21,7.475,Low Fat,-1.9029662745155618,Fruits and Vegetables,241.6854,OUT018,Medium,Tier 3,Supermarket Type2,6042.135,12
FDB41,12.867061281337046,Regular Fat,-1.7697080429649723,Frozen Foods,45.2718,OUT019,Small,Tier 1,Grocery Store,47.2718,36
DRG11,6.385,Low Fat,-2.4796979745198775,Hard Drinks,109.8596,OUT013,High,Tier 3,Supermarket Type1,3235.788,34
FDV10,12.987879554655873,Regular Fat,-2.1473462853926,Snack Foods,41.0112,OUT019,Small,Tier 1,Grocery Store,42.6112,36
FDI41,18.5,Regular Fat,-2.777318096118951,Frozen Foods,148.3418,OUT013,High,Tier 3,Supermarket Type1,1765.7016,34
FDN10,11.5,Low Fat,-3.0707856155058804,Snack Foods,118.9124,OUT017,Medium,Tier 2,Supermarket Type1,1540.6612,14
NCM17,7.93,Low Fat,-2.639098272453405,Health and Hygiene,45.9086,OUT018,Medium,Tier 3,Supermarket Type2,1070.6064,12
DRG37,11.847459893048129,Low Fat,-3.3834812531207827,Soft Drinks,154.3972,OUT019,Small,Tier 1,Grocery Store,311.5944,36
FDA21,13.65,Low Fat,-3.3233023601548473,Snack Foods,183.7924,OUT045,Medium,Tier 2,Supermarket Type1,2591.2936,19
FDM27,12.35,Regular Fat,-1.8430265808004838,Meat,157.9946,OUT013,High,Tier 3,Supermarket Type1,3313.6866,34
FDA32,14.0,Low Fat,-3.5018695382046405,Fruits and Vegetables,216.0192,OUT049,Medium,Tier 1,Supermarket Type1,2588.6304,22
NCZ53,9.6,Low Fat,-3.7084610890307306,Health and Hygiene,189.2214,OUT049,Medium,Tier 1,Supermarket Type1,3956.8494,22
FDW40,14.0,Regular Fat,-2.2525997480996303,Frozen Foods,143.2812,OUT035,Small,Tier 2,Supermarket Type1,3277.0676,17
FDS52,8.89,Low Fat,-5.207840667395462,Frozen Foods,100.5016,OUT035,Small,Tier 2,Supermarket Type1,1315.6208,17
FDM58,16.85,Regular Fat,-2.0145126117616914,Snack Foods,109.8544,OUT010,Medium,Tier 3,Grocery Store,223.7088,23
NCE54,13.384736495388669,Low Fat,-3.055521026056535,Household,75.5354,OUT019,Small,Tier 1,Grocery Store,150.4708,36
FDS11,7.05,Regular Fat,-2.8905077131376595,Breads,225.3088,OUT035,Small,Tier 2,Supermarket Type1,5816.4288,17
FDL20,17.1,Low Fat,-2.050938014491804,Fruits and Vegetables,111.6886,OUT049,Medium,Tier 1,Supermarket Type1,1556.6404,22
FDX13,12.305705009276437,Low Fat,-3.0459405147194962,Canned,249.1092,OUT027,Medium,Tier 3,Supermarket Type3,8217.3036,36
FDR21,19.7,Low Fat,-2.7048589435854975,Snack Foods,174.437,OUT013,High,Tier 3,Supermarket Type1,1587.933,34
FDV28,16.1,Regular Fat,-1.8302151344651378,Frozen Foods,33.6558,OUT018,Medium,Tier 3,Supermarket Type2,203.7348,12
FDZ51,11.3,Regular Fat,-2.902945401888377,Meat,96.9094,OUT017,Medium,Tier 2,Supermarket Type1,952.0939999999999,14
FDD46,6.035,Low Fat,-1.9551553878743033,Snack Foods,153.1998,OUT045,Medium,Tier 2,Supermarket Type1,1537.9979999999998,19
FDE23,17.6,Regular Fat,-2.929988691294321,Starchy Foods,46.706,OUT018,Medium,Tier 3,Supermarket Type2,699.09,12
NCF55,6.675,Low Fat,-3.829969628198417,Household,34.9874,OUT045,Medium,Tier 2,Supermarket Type1,247.0118,19
FDU12,15.5,Regular Fat,-2.5811352287917946,Baking Goods,262.9568,OUT013,High,Tier 3,Supermarket Type1,1845.5976,34
FDZ22,9.395,Low Fat,-3.0935594804148496,Snack Foods,85.025,OUT049,Medium,Tier 1,Supermarket Type1,2080.625,22
FDI44,16.1,Low Fat,-2.301091618782054,Fruits and Vegetables,78.4328,OUT013,High,Tier 3,Supermarket Type1,1158.492,34
FDH50,15.0,Regular Fat,-1.818009502368454,Canned,185.9266,OUT017,Medium,Tier 2,Supermarket Type1,4610.665,14
FDE57,9.6,Low Fat,-3.314793866883331,Fruits and Vegetables,142.9154,OUT049,Medium,Tier 1,Supermarket Type1,3261.7542,22
DRJ51,14.1,Low Fat,-2.4313202914822116,Dairy,228.5668,OUT013,High,Tier 3,Supermarket Type1,1151.8339999999998,34
FDX52,11.5,Regular Fat,-3.1679985782665288,Frozen Foods,192.68200000000002,OUT045,Medium,Tier 2,Supermarket Type1,3861.64,19
DRN47,12.1,Low Fat,-4.079145042400018,Hard Drinks,178.36599999999999,OUT017,Medium,Tier 2,Supermarket Type1,4314.384,14
FDT21,7.42,Low Fat,-3.8910666811512353,Snack Foods,249.0092,OUT049,Medium,Tier 1,Supermarket Type1,2988.1104,22
FDY21,15.1,Low Fat,-1.7496594686655276,Snack Foods,196.511,OUT045,Medium,Tier 2,Supermarket Type1,4713.8640000000005,19
FDG21,12.5528431372549,Regular Fat,-1.3619833120473277,Seafood,151.005,OUT019,Small,Tier 1,Grocery Store,149.805,36
FDS58,9.285,Regular Fat,-3.8631070872613176,Snack Foods,161.1578,OUT035,Small,Tier 2,Supermarket Type1,4011.445,17
FDA26,7.855,Regular Fat,-2.6571109079657096,Dairy,220.1482,OUT018,Medium,Tier 3,Supermarket Type2,4600.0122,12
FDY16,12.867061281337046,Regular Fat,-2.388359322838612,Frozen Foods,182.5266,OUT027,Medium,Tier 3,Supermarket Type3,6454.931,36
FDF20,12.85,Low Fat,-3.4045980875131194,Fruits and Vegetables,196.6768,OUT046,Small,Tier 1,Supermarket Type1,2759.0752,24
FDI15,13.8,Low Fat,-1.9573305907520822,Dairy,263.7884,OUT013,High,Tier 3,Supermarket Type1,5564.7564,34
FDC47,15.0,Low Fat,-1.6144577407163516,Snack Foods,226.5694,OUT010,Medium,Tier 3,Grocery Store,913.4776,23
FDL08,10.8,Low Fat,-3.0015567227746107,Fruits and Vegetables,246.8144,OUT035,Small,Tier 2,Supermarket Type1,2450.144,17
FDF08,14.3,Regular Fat,-2.7310124010954038,Fruits and Vegetables,88.4856,OUT013,High,Tier 3,Supermarket Type1,1406.1696,34
FDN03,9.8,Regular Fat,-4.193914409542025,Meat,250.1408,OUT035,Small,Tier 2,Supermarket Type1,4005.4528,17
FDG34,11.5,Regular Fat,-3.275897521583773,Snack Foods,106.6254,OUT017,Medium,Tier 2,Supermarket Type1,325.5762,14
FDA56,9.21,Low Fat,-4.734987228217897,Fruits and Vegetables,119.8414,OUT045,Medium,Tier 2,Supermarket Type1,1340.2554,19
NCI17,13.14231395348837,Low Fat,-1.946813766194337,Health and Hygiene,95.141,OUT027,Medium,Tier 3,Supermarket Type3,2510.0660000000003,36
NCO17,10.0,Low Fat,-2.6105538082586204,Health and Hygiene,118.344,OUT049,Medium,Tier 1,Supermarket Type1,1797.66,22
FDK55,18.5,Low Fat,-3.6532260192155097,Meat,87.7172,OUT017,Medium,Tier 2,Supermarket Type1,802.9548,14
FDD10,20.6,Regular Fat,-3.073023812498504,Snack Foods,177.4344,OUT017,Medium,Tier 2,Supermarket Type1,1962.7784,14
NCH18,9.3,Low Fat,-3.1094820138922237,Household,245.4802,OUT013,High,Tier 3,Supermarket Type1,3193.8426,34
NCA53,11.395,Low Fat,-4.615372856676278,Health and Hygiene,48.8034,OUT045,Medium,Tier 2,Supermarket Type1,777.6544,19
DRJ24,11.8,Low Fat,-1.6623647192242332,Soft Drinks,184.3924,OUT010,Medium,Tier 3,Grocery Store,370.1848,23
DRN35,8.01,Low Fat,-2.656561808997457,Hard Drinks,37.9532,OUT013,High,Tier 3,Supermarket Type1,826.9236,34
FDC47,15.0,Low Fat,-2.125485932537366,Snack Foods,229.3694,OUT018,Medium,Tier 3,Supermarket Type2,5024.1268,12
FDN48,13.35,Low Fat,-2.730060990995915,Baking Goods,93.4804,OUT018,Medium,Tier 3,Supermarket Type2,1102.5648,12
FDR27,12.81734421364985,Regular Fat,-2.347215779298049,Meat,130.7942,OUT027,Medium,Tier 3,Supermarket Type3,3047.3666,36
FDS33,12.987879554655873,Regular Fat,-1.5319791479605627,Snack Foods,86.8514,OUT019,Small,Tier 1,Grocery Store,354.2056,36
DRL11,10.5,Low Fat,-3.0363650984679444,Hard Drinks,157.0946,OUT035,Small,Tier 2,Supermarket Type1,2209.1244,17
FDQ21,21.25,Low Fat,-3.935644918921425,Snack Foods,120.4756,OUT017,Medium,Tier 2,Supermarket Type1,1938.8096,14
FDY37,17.0,Regular Fat,-3.628014861092894,Canned,142.047,OUT046,Small,Tier 1,Supermarket Type1,3149.2340000000004,24
FDS35,9.3,Low Fat,-2.197072894840591,Breads,63.1826,OUT013,High,Tier 3,Supermarket Type1,2002.0606,34
DRD60,15.7,Low Fat,-3.2905837179787785,Soft Drinks,183.1634,OUT046,Small,Tier 1,Supermarket Type1,5634.6654,24
